fighter,fighter_url,record,nickname,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,raw_stats_json
John Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c,18-9-0,The Bull,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.52,49%,4.15,,0.00,0%,86%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""155 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 03, 1985"", ""SLpM"": ""5.52"", ""Str. Acc."": ""49%"", ""SApM"": ""4.15"", ""Str. Def"": ""68%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""0.0""}"
Blood Diamond,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8,3-3-0,,"5' 11""",170 lbs.,"76""",Switch,"Jul 10, 1988",3.12,55%,2.17,,0.00,0%,73%,0.0,"{""Height"": ""5' 11\"""", ""Weight"": ""170 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Switch"", ""DOB"": ""Jul 10, 1988"", ""SLpM"": ""3.12"", ""Str. Acc."": ""55%"", ""SApM"": ""2.17"", ""Str. Def"": ""48%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""73%"", ""Sub. Avg."": ""0.0""}"
Shane Young,http://ufcstats.com/fighter-details/4cd8b03aee1d0138,13-8-0,Smokin',"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993",5.19,40%,5.46,,0.63,18%,64%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 31, 1993"", ""SLpM"": ""5.19"", ""Str. Acc."": ""40%"", ""SApM"": ""5.46"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.63"", ""TD Acc."": ""18%"", ""TD Def."": ""64%"", ""Sub. Avg."": ""0.0""}"
Zarah Fairn,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,6-6-0,Infinite,"5' 8""",135 lbs.,"72""",Orthodox,"Dec 10, 1983",4.55,31%,7.40,,0.00,0%,60%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 10, 1983"", ""SLpM"": ""4.55"", ""Str. Acc."": ""31%"", ""SApM"": ""7.40"", ""Str. Def"": ""45%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""60%"", ""Sub. Avg."": ""0.0""}"
Chan Sung Jung,http://ufcstats.com/fighter-details/c451d67c09c55418,17-8-0,The Korean Zombie,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",3.93,41%,4.52,,0.70,44%,72%,0.6,"{""Height"": ""5' 7\"""", ""Weight"": ""145 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 17, 1987"", ""SLpM"": ""3.93"", ""Str. Acc."": ""41%"", ""SApM"": ""4.52"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.70"", ""TD Acc."": ""44%"", ""TD Def."": ""72%"", ""Sub. Avg."": ""0.6""}"
Taila Santos,http://ufcstats.com/fighter-details/f7467152fd9f18a2,19-3-0,,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.39,48%,2.64,,2.00,76%,86%,1.1,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 22, 1993"", ""SLpM"": ""3.39"", ""Str. Acc."": ""48%"", ""SApM"": ""2.64"", ""Str. Def"": ""58%"", ""TD Avg."": ""2.00"", ""TD Acc."": ""76%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""1.1""}"
Yusaku Kinoshita,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,6-3-0,,"6' 0""",170 lbs.,"71""",Southpaw,"Aug 21, 2000",4.65,50%,5.12,,0.00,0%,50%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Aug 21, 2000"", ""SLpM"": ""4.65"", ""Str. Acc."": ""50%"", ""SApM"": ""5.12"", ""Str. Def"": ""51%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Hakeem Dawodu,http://ufcstats.com/fighter-details/2c9d00968f818270,13-4-1,Mean,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",5.45,50%,3.37,,0.00,0%,65%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 02, 1991"", ""SLpM"": ""5.45"", ""Str. Acc."": ""50%"", ""SApM"": ""3.37"", ""Str. Def"": ""56%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""65%"", ""Sub. Avg."": ""0.0""}"
Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,12-7-0,,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",6.05,50%,4.64,,0.00,0%,100%,0.0,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 25, 1989"", ""SLpM"": ""6.05"", ""Str. Acc."": ""50%"", ""SApM"": ""4.64"", ""Str. Def"": ""55%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Tafon Nchukwi,http://ufcstats.com/fighter-details/6aae253467e8f9ce,6-4-0,Da Don,"6' 0""",185 lbs.,"77""",Orthodox,"Oct 14, 1994",5.57,52%,4.11,,0.76,57%,64%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""185 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 14, 1994"", ""SLpM"": ""5.57"", ""Str. Acc."": ""52%"", ""SApM"": ""4.11"", ""Str. Def"": ""54%"", ""TD Avg."": ""0.76"", ""TD Acc."": ""57%"", ""TD Def."": ""64%"", ""Sub. Avg."": ""0.0""}"
JP Buys,http://ufcstats.com/fighter-details/0b362247806341e5,9-6-0,Young Savage,"5' 5""",135 lbs.,"67""",Orthodox,"Apr 30, 1996",1.88,39%,3.02,,1.55,25%,25%,2.3,"{""Height"": ""5' 5\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 30, 1996"", ""SLpM"": ""1.88"", ""Str. Acc."": ""39%"", ""SApM"": ""3.02"", ""Str. Def"": ""40%"", ""TD Avg."": ""1.55"", ""TD Acc."": ""25%"", ""TD Def."": ""25%"", ""Sub. Avg."": ""2.3""}"
Gavin Tucker,http://ufcstats.com/fighter-details/da816417a579a0bd,13-3-0,Guv'nor,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.29,44%,4.18,,3.13,44%,53%,1.5,"{""Height"": ""5' 6\"""", ""Weight"": ""145 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jun 17, 1986"", ""SLpM"": ""4.29"", ""Str. Acc."": ""44%"", ""SApM"": ""4.18"", ""Str. Def"": ""57%"", ""TD Avg."": ""3.13"", ""TD Acc."": ""44%"", ""TD Def."": ""53%"", ""Sub. Avg."": ""1.5""}"
Aleksa Camur,http://ufcstats.com/fighter-details/c2a670b22d2e196f,6-3-0,,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",4.73,57%,4.26,,0.46,22%,50%,0.0,"{""Height"": ""6' 1\"""", ""Weight"": ""205 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 25, 1995"", ""SLpM"": ""4.73"", ""Str. Acc."": ""57%"", ""SApM"": ""4.26"", ""Str. Def"": ""54%"", ""TD Avg."": ""0.46"", ""TD Acc."": ""22%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Danny Roberts,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,18-8-0,Hot Chocolate,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987",3.18,39%,3.73,,0.24,9%,57%,0.2,"{""Height"": ""6' 1\"""", ""Weight"": ""170 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jul 14, 1987"", ""SLpM"": ""3.18"", ""Str. Acc."": ""39%"", ""SApM"": ""3.73"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.24"", ""TD Acc."": ""9%"", ""TD Def."": ""57%"", ""Sub. Avg."": ""0.2""}"
Tucker Lutz,http://ufcstats.com/fighter-details/7832f2f62f04178f,12-4-0,Top Gun,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 12, 1994",3.74,46%,3.25,,1.99,44%,69%,0.2,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 12, 1994"", ""SLpM"": ""3.74"", ""Str. Acc."": ""46%"", ""SApM"": ""3.25"", ""Str. Def"": ""44%"", ""TD Avg."": ""1.99"", ""TD Acc."": ""44%"", ""TD Def."": ""69%"", ""Sub. Avg."": ""0.2""}"
Austin Lingo,http://ufcstats.com/fighter-details/305d73ede05e31ad,9-3-0,Lights Out,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",3.86,37%,4.86,,0.43,66%,75%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 10, 1994"", ""SLpM"": ""3.86"", ""Str. Acc."": ""37%"", ""SApM"": ""4.86"", ""Str. Def"": ""57%"", ""TD Avg."": ""0.43"", ""TD Acc."": ""66%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.0""}"
Genaro Valdez,http://ufcstats.com/fighter-details/cda1099995b46cc2,10-3-0,Rayadito,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992",4.08,30%,7.16,,1.54,44%,36%,0.4,"{""Height"": ""5' 9\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 16, 1992"", ""SLpM"": ""4.08"", ""Str. Acc."": ""30%"", ""SApM"": ""7.16"", ""Str. Def"": ""48%"", ""TD Avg."": ""1.54"", ""TD Acc."": ""44%"", ""TD Def."": ""36%"", ""Sub. Avg."": ""0.4""}"
Tyson Nam,http://ufcstats.com/fighter-details/6e00cfffd54653c4,21-14-1,,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.87,33%,4.97,,0.00,0%,87%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 06, 1983"", ""SLpM"": ""3.87"", ""Str. Acc."": ""33%"", ""SApM"": ""4.97"", ""Str. Def"": ""65%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""87%"", ""Sub. Avg."": ""0.0""}"
Carl Deaton,http://ufcstats.com/fighter-details/914a897455693650,17-7-0 (2 NC),The Anishinaabe Kid,"5' 7""",155 lbs.,"69""",Orthodox,"Nov 24, 1989",1.53,31%,1.85,,0.00,0%,50%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""155 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 24, 1989"", ""SLpM"": ""1.53"", ""Str. Acc."": ""31%"", ""SApM"": ""1.85"", ""Str. Def"": ""61%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Ashlee Evans-Smith,http://ufcstats.com/fighter-details/fc6e681bf6658faf,6-6-0,Rebel Girl,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.03,34%,4.59,,0.95,22%,50%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 09, 1987"", ""SLpM"": ""4.03"", ""Str. Acc."": ""34%"", ""SApM"": ""4.59"", ""Str. Def"": ""53%"", ""TD Avg."": ""0.95"", ""TD Acc."": ""22%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Kamuela Kirk,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,12-6-0,The Jawaiian,"5' 10""",155 lbs.,"75""",Switch,"Apr 13, 1994",3.22,50%,5.87,,1.50,26%,47%,1.2,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Switch"", ""DOB"": ""Apr 13, 1994"", ""SLpM"": ""3.22"", ""Str. Acc."": ""50%"", ""SApM"": ""5.87"", ""Str. Def"": ""40%"", ""TD Avg."": ""1.50"", ""TD Acc."": ""26%"", ""TD Def."": ""47%"", ""Sub. Avg."": ""1.2""}"
Damir Ismagulov,http://ufcstats.com/fighter-details/135d124172a0bea3,24-3-0,Qazaq,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 03, 1991",3.36,42%,2.44,,1.00,28%,70%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Feb 03, 1991"", ""SLpM"": ""3.36"", ""Str. Acc."": ""42%"", ""SApM"": ""2.44"", ""Str. Def"": ""61%"", ""TD Avg."": ""1.00"", ""TD Acc."": ""28%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.0""}"
Kevin Lee,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,18-8-0,The Motown Phenom,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.88,42%,3.60,,3.18,43%,75%,0.8,"{""Height"": ""5' 9\"""", ""Weight"": ""170 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 04, 1992"", ""SLpM"": ""3.88"", ""Str. Acc."": ""42%"", ""SApM"": ""3.60"", ""Str. Def"": ""50%"", ""TD Avg."": ""3.18"", ""TD Acc."": ""43%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.8""}"
Blagoy Ivanov,http://ufcstats.com/fighter-details/1788eee370f077b7,19-6-0 (1 NC),Baga,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",3.25,40%,4.20,,0.69,40%,61%,0.1,"{""Height"": ""5' 11\"""", ""Weight"": ""250 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Oct 09, 1986"", ""SLpM"": ""3.25"", ""Str. Acc."": ""40%"", ""SApM"": ""4.20"", ""Str. Def"": ""53%"", ""TD Avg."": ""0.69"", ""TD Acc."": ""40%"", ""TD Def."": ""61%"", ""Sub. Avg."": ""0.1""}"
Zhalgas Zhumagulov,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb,14-9-0,,"5' 4""",125 lbs.,"66""",Switch,"Aug 29, 1988",5.24,43%,5.86,,1.30,19%,75%,0.2,"{""Height"": ""5' 4\"""", ""Weight"": ""125 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Switch"", ""DOB"": ""Aug 29, 1988"", ""SLpM"": ""5.24"", ""Str. Acc."": ""43%"", ""SApM"": ""5.86"", ""Str. Def"": ""52%"", ""TD Avg."": ""1.30"", ""TD Acc."": ""19%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.2""}"
Ronnie Lawrence,http://ufcstats.com/fighter-details/e7e01e266a9d4342,8-2-0 (1 NC),The Heat,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",2.78,56%,1.75,,6.75,77%,45%,0.2,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Switch"", ""DOB"": ""Jun 13, 1992"", ""SLpM"": ""2.78"", ""Str. Acc."": ""56%"", ""SApM"": ""1.75"", ""Str. Def"": ""52%"", ""TD Avg."": ""6.75"", ""TD Acc."": ""77%"", ""TD Def."": ""45%"", ""Sub. Avg."": ""0.2""}"
David Dvorak,http://ufcstats.com/fighter-details/9ada30894bf04e19,20-6-0,Undertaker,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.48,43%,3.29,,0.58,30%,70%,0.2,"{""Height"": ""5' 5\"""", ""Weight"": ""125 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 05, 1992"", ""SLpM"": ""3.48"", ""Str. Acc."": ""43%"", ""SApM"": ""3.29"", ""Str. Def"": ""59%"", ""TD Avg."": ""0.58"", ""TD Acc."": ""30%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.2""}"
Maria Oliveira,http://ufcstats.com/fighter-details/37d752ec41ed84bb,13-7-0,Spider-Girl,"5' 6""",115 lbs.,"69""",Orthodox,"Dec 12, 1996",5.03,38%,5.76,,0.95,44%,47%,0.0,"{""Height"": ""5' 6\"""", ""Weight"": ""115 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 12, 1996"", ""SLpM"": ""5.03"", ""Str. Acc."": ""38%"", ""SApM"": ""5.76"", ""Str. Def"": ""44%"", ""TD Avg."": ""0.95"", ""TD Acc."": ""44%"", ""TD Def."": ""47%"", ""Sub. Avg."": ""0.0""}"
Abubakar Nurmagomedov,http://ufcstats.com/fighter-details/029e1293e609fd74,17-4-1,,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",2.78,53%,2.61,,1.25,22%,88%,0.0,"{""Height"": ""5' 11\"""", ""Weight"": ""170 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 13, 1989"", ""SLpM"": ""2.78"", ""Str. Acc."": ""53%"", ""SApM"": ""2.61"", ""Str. Def"": ""65%"", ""TD Avg."": ""1.25"", ""TD Acc."": ""22%"", ""TD Def."": ""88%"", ""Sub. Avg."": ""0.0""}"
Maxim Grishin,http://ufcstats.com/fighter-details/950d0ef5c17157c5,32-10-2,Maximus,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.26,52%,2.27,,0.21,16%,66%,0.0,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 02, 1984"", ""SLpM"": ""3.26"", ""Str. Acc."": ""52%"", ""SApM"": ""2.27"", ""Str. Def"": ""58%"", ""TD Avg."": ""0.21"", ""TD Acc."": ""16%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""0.0""}"
Orion Cosce,http://ufcstats.com/fighter-details/2c010b26a3306969,8-2-0,Galaxy,"5' 11""",170 lbs.,"71""",Switch,"Jul 15, 1994",2.77,53%,4.02,,1.92,40%,61%,0.0,"{""Height"": ""5' 11\"""", ""Weight"": ""170 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Switch"", ""DOB"": ""Jul 15, 1994"", ""SLpM"": ""2.77"", ""Str. Acc."": ""53%"", ""SApM"": ""4.02"", ""Str. Def"": ""44%"", ""TD Avg."": ""1.92"", ""TD Acc."": ""40%"", ""TD Def."": ""61%"", ""Sub. Avg."": ""0.0""}"
Ilir Latifi,http://ufcstats.com/fighter-details/e9a3aeb207578eea,17-9-0 (1 NC),The Sledgehammer,"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",2.05,45%,2.93,,2.11,35%,100%,0.3,"{""Height"": ""5' 10\"""", ""Weight"": ""230 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 28, 1982"", ""SLpM"": ""2.05"", ""Str. Acc."": ""45%"", ""SApM"": ""2.93"", ""Str. Def"": ""56%"", ""TD Avg."": ""2.11"", ""TD Acc."": ""35%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.3""}"
Nick Fiore,http://ufcstats.com/fighter-details/036e96c1c12b8a59,6-2-0,,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997",2.83,46%,7.93,,2.50,45%,71%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 10, 1997"", ""SLpM"": ""2.83"", ""Str. Acc."": ""46%"", ""SApM"": ""7.93"", ""Str. Def"": ""42%"", ""TD Avg."": ""2.50"", ""TD Acc."": ""45%"", ""TD Def."": ""71%"", ""Sub. Avg."": ""0.0""}"
Takashi Sato,http://ufcstats.com/fighter-details/8abac218746e04ca,16-7-0,Ten,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",2.21,41%,3.73,,0.76,37%,60%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""170 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jun 09, 1990"", ""SLpM"": ""2.21"", ""Str. Acc."": ""41%"", ""SApM"": ""3.73"", ""Str. Def"": ""44%"", ""TD Avg."": ""0.76"", ""TD Acc."": ""37%"", ""TD Def."": ""60%"", ""Sub. Avg."": ""0.0""}"
Chase Sherman,http://ufcstats.com/fighter-details/01b352b6a9074d5c,16-12-0,The Vanilla Gorilla,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",6.04,45%,6.65,,0.09,50%,74%,0.0,"{""Height"": ""6' 4\"""", ""Weight"": ""250 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 16, 1989"", ""SLpM"": ""6.04"", ""Str. Acc."": ""45%"", ""SApM"": ""6.65"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.09"", ""TD Acc."": ""50%"", ""TD Def."": ""74%"", ""Sub. Avg."": ""0.0""}"
Ji Yeon Kim,http://ufcstats.com/fighter-details/a20f234df70f2182,9-7-2,Firefist,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989",5.37,36%,5.41,,0.00,0%,50%,0.1,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 18, 1989"", ""SLpM"": ""5.37"", ""Str. Acc."": ""36%"", ""SApM"": ""5.41"", ""Str. Def"": ""56%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.1""}"
Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67,11-9-0 (1 NC),,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 28, 1987",3.73,51%,3.51,,1.66,42%,62%,0.3,"{""Height"": ""5' 5\"""", ""Weight"": ""135 lbs."", ""Reach"": ""64\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 28, 1987"", ""SLpM"": ""3.73"", ""Str. Acc."": ""51%"", ""SApM"": ""3.51"", ""Str. Def"": ""58%"", ""TD Avg."": ""1.66"", ""TD Acc."": ""42%"", ""TD Def."": ""62%"", ""Sub. Avg."": ""0.3""}"
Braxton Smith,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,5-2-0,The Beautiful Monster,"5' 11""",257 lbs.,"72""",Orthodox,"Jan 01, 1990",6.46,48%,11.54,,0.00,0%,100%,0.0,"{""Height"": ""5' 11\"""", ""Weight"": ""257 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 01, 1990"", ""SLpM"": ""6.46"", ""Str. Acc."": ""48%"", ""SApM"": ""11.54"", ""Str. Def"": ""32%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Joseph Holmes,http://ufcstats.com/fighter-details/8d20d76af3f213ce,8-4-0,Uglyman Joe,"6' 4""",185 lbs.,"80""",Orthodox,"Jul 04, 1995",2.88,53%,3.08,,1.49,40%,50%,0.8,"{""Height"": ""6' 4\"""", ""Weight"": ""185 lbs."", ""Reach"": ""80\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 04, 1995"", ""SLpM"": ""2.88"", ""Str. Acc."": ""53%"", ""SApM"": ""3.08"", ""Str. Def"": ""54%"", ""TD Avg."": ""1.49"", ""TD Acc."": ""40%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.8""}"
Journey Newson,http://ufcstats.com/fighter-details/78f485f851891d68,10-5-0 (1 NC),,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.64,32%,2.57,,0.56,16%,43%,0.3,"{""Height"": ""5' 5\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 07, 1989"", ""SLpM"": ""2.64"", ""Str. Acc."": ""32%"", ""SApM"": ""2.57"", ""Str. Def"": ""64%"", ""TD Avg."": ""0.56"", ""TD Acc."": ""16%"", ""TD Def."": ""43%"", ""Sub. Avg."": ""0.3""}"
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,12-5-0,Storm,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",5.38,36%,4.21,,0.52,50%,62%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 04, 1989"", ""SLpM"": ""5.38"", ""Str. Acc."": ""36%"", ""SApM"": ""4.21"", ""Str. Def"": ""47%"", ""TD Avg."": ""0.52"", ""TD Acc."": ""50%"", ""TD Def."": ""62%"", ""Sub. Avg."": ""0.0""}"
Ed Herman,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,27-16-0 (1 NC),Short Fuse,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.31,48%,3.71,,1.96,47%,59%,1.0,"{""Height"": ""6' 1\"""", ""Weight"": ""205 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 02, 1980"", ""SLpM"": ""3.31"", ""Str. Acc."": ""48%"", ""SApM"": ""3.71"", ""Str. Def"": ""42%"", ""TD Avg."": ""1.96"", ""TD Acc."": ""47%"", ""TD Def."": ""59%"", ""Sub. Avg."": ""1.0""}"
Aaron Phillips,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,12-5-0,The Dragon,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 05, 1989",1.51,53%,3.66,,0.86,50%,44%,0.6,"{""Height"": ""5' 9\"""", ""Weight"": ""135 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Aug 05, 1989"", ""SLpM"": ""1.51"", ""Str. Acc."": ""53%"", ""SApM"": ""3.66"", ""Str. Def"": ""43%"", ""TD Avg."": ""0.86"", ""TD Acc."": ""50%"", ""TD Def."": ""44%"", ""Sub. Avg."": ""0.6""}"
